station,valid,tmpc,dwpc,p01m,snowdepth,hourly_melt
TEX,NA,-1,-16.00,0,M,0
TEX,NA,-2,-15.00,0,M,0
TEX,NA,-1,-15.00,0,M,0
TEX,NA,-1,-15.00,0,M,0
TEX,NA,0,-15.00,0,M,0
TEX,NA,0,-15.00,0,M,0
TEX,NA,0,-14.00,0,M,0
TEX,NA,1,-16.00,0,M,0
TEX,NA,2,-16.00,0,M,0
TEX,NA,3,-15.00,0,M,0
TEX,NA,4,-15.00,0,M,0
TEX,NA,5,-14.00,0,M,0
TEX,NA,6,-16.00,0,M,2.01
TEX,NA,8,-25.00,0,M,6.029999999999999
TEX,NA,8,-26.00,0,M,6.029999999999999
TEX,NA,8,-26.00,0,M,6.029999999999999
TEX,NA,8,-26.00,0,M,6.029999999999999
TEX,NA,8,-26.00,0,M,6.029999999999999
TEX,NA,8,-24.00,0,M,6.029999999999999
TEX,NA,8,-26.00,0,M,6.029999999999999
TEX,NA,8,-25.00,0,M,6.029999999999999
TEX,NA,8,-27.00,0,M,6.029999999999999
TEX,NA,8,-28.00,0,M,6.029999999999999
TEX,NA,7,-25.00,0,M,4.02
TEX,NA,6,-21.00,0,M,2.01
TEX,NA,6,-21.00,0,M,2.01
TEX,NA,5,-21.00,0,M,0
TEX,NA,5,-18.00,0,M,0
TEX,NA,4,-17.00,0,M,0
TEX,NA,2,-17.00,0,M,0
TEX,NA,3,-17.00,0,M,0
TEX,NA,2,-16.00,0,M,0
TEX,NA,1,-16.00,0,M,0
TEX,NA,1,-16.00,0,M,0
TEX,NA,1,-16.00,0,M,0
TEX,NA,1,-16.00,0,M,0
TEX,NA,0,-15.00,0,M,0
TEX,NA,0,-16.00,0,M,0
TEX,NA,0,-16.00,0,M,0
TEX,NA,0,-16.00,0,M,0
TEX,NA,0,-16.00,0,M,0
TEX,NA,0,-16.00,0,M,0
TEX,NA,0,-16.00,0,M,0
TEX,NA,0,-16.00,0,M,0
TEX,NA,0,-17.00,0,M,0
TEX,NA,0,-17.00,0,M,0
TEX,NA,0,-17.00,0,M,0
TEX,NA,0,-17.00,0,M,0
TEX,NA,0,-17.00,0,M,0
TEX,NA,-1,-16.00,0,M,0
TEX,NA,-1,-17.00,0,M,0
TEX,NA,0,-18.00,0,M,0
TEX,NA,0,-18.00,0,M,0
TEX,NA,0,-18.00,0,M,0
TEX,NA,0,-18.00,0,M,0
TEX,NA,-1,-18.00,0,M,0
TEX,NA,0,-18.00,0,M,0
TEX,NA,0,-20.00,0,M,0
TEX,NA,0,-19.00,0,M,0
TEX,NA,0,-19.00,0,M,0
TEX,NA,0,-19.00,0,M,0
TEX,NA,0,-18.00,0,M,0
TEX,NA,0,-19.00,0,M,0
TEX,NA,0,-19.00,0,M,0
TEX,NA,0,-19.00,0,M,0
TEX,NA,0,-20.00,0,M,0
TEX,NA,0,-20.00,0,M,0
TEX,NA,0,-20.00,0,M,0
TEX,NA,0,-20.00,0,M,0
TEX,NA,-1,-20.00,0,M,0
TEX,NA,0,-20.00,0,M,0
TEX,NA,0,-20.00,0,M,0
TEX,NA,0,-20.00,0,M,0
TEX,NA,0,-19.00,0,M,0
TEX,NA,0,-20.00,0,M,0
TEX,NA,1,-20.00,0,M,0
TEX,NA,1,-20.00,0,M,0
TEX,NA,2,-20.00,0,M,0
TEX,NA,2,-18.00,0,M,0
TEX,NA,2,-18.00,0,M,0
TEX,NA,3,-18.00,0,M,0
TEX,NA,5,-20.00,0,M,0
TEX,NA,6,-19.00,0,M,2.01
TEX,NA,7,-17.00,0,M,4.02
TEX,NA,8,-17.00,0,M,6.029999999999999
TEX,NA,7,-18.00,0,M,4.02
TEX,NA,8,-20.00,0,M,6.029999999999999
TEX,NA,10,-23.00,0,M,10.049999999999999
TEX,NA,8,-22.00,0,M,6.029999999999999
TEX,NA,9,-23.00,0,M,8.04
TEX,NA,9,-22.00,0,M,8.04
TEX,NA,9,-24.00,0,M,8.04
TEX,NA,9,-25.00,0,M,8.04
TEX,NA,10,-23.00,0,M,10.049999999999999
TEX,NA,10,-25.00,0,M,10.049999999999999
TEX,NA,9,-25.00,0,M,8.04
TEX,NA,8,-22.00,0,M,6.029999999999999
TEX,NA,8,-21.00,0,M,6.029999999999999
TEX,NA,7,-21.00,0,M,4.02
TEX,NA,8,-25.00,0,M,6.029999999999999
TEX,NA,7,-22.00,0,M,4.02
TEX,NA,6,-21.00,0,M,2.01
TEX,NA,5,-20.00,0,M,0
TEX,NA,6,-20.00,0,M,2.01
TEX,NA,6,-20.00,0,M,2.01
TEX,NA,6,-22.00,0,M,2.01
TEX,NA,6,-24.00,0,M,2.01
TEX,NA,5,-21.00,0,M,0
TEX,NA,5,-22.00,0,M,0
TEX,NA,5,-23.00,0,M,0
TEX,NA,5,-23.00,0,M,0
TEX,NA,4,-23.00,0,M,0
TEX,NA,5,-25.00,0,M,0
TEX,NA,3,-23.00,0,M,0
TEX,NA,4,-25.00,0,M,0
TEX,NA,3,-24.00,0,M,0
TEX,NA,4,-25.00,0,M,0
TEX,NA,3,-24.00,0,M,0
TEX,NA,3,-22.00,0,M,0
TEX,NA,3,-22.00,0,M,0
TEX,NA,2,-20.00,0,M,0
TEX,NA,2,-18.00,0,M,0
TEX,NA,2,-20.00,0,M,0
TEX,NA,2,-19.00,0,M,0
TEX,NA,2,-18.00,0,M,0
TEX,NA,1,-17.00,0,M,0
TEX,NA,1,-17.00,0,M,0
TEX,NA,2,-18.00,0,M,0
TEX,NA,2,-17.00,0,M,0
TEX,NA,1,-16.00,0,M,0
TEX,NA,1,-16.00,0,M,0
TEX,NA,2,-17.00,0,M,0
TEX,NA,1,-17.00,0,M,0
TEX,NA,2,-15.00,0,M,0
TEX,NA,2,-15.00,0,M,0
TEX,NA,1,-13.00,0,M,0
TEX,NA,1,-13.00,0,M,0
TEX,NA,0,-13.00,0,M,0
TEX,NA,1,-13.00,0,M,0
TEX,NA,0,-13.00,0,M,0
TEX,NA,0,-12.00,0,M,0
TEX,NA,0,-13.00,0,M,0
TEX,NA,0,-13.00,0,M,0
TEX,NA,0,-12.00,0,M,0
TEX,NA,0,-12.00,0,M,0
TEX,NA,0,-12.00,0,M,0
TEX,NA,1,-12.00,0,M,0
TEX,NA,1,-11.00,0,M,0
TEX,NA,2,-11.00,0,M,0
TEX,NA,2,-11.00,0,M,0
TEX,NA,3,-10.00,0,M,0
TEX,NA,3,-8.00,0,M,0
TEX,NA,5,-8.00,0,M,0
TEX,NA,5,-9.00,0,M,0
TEX,NA,6,-10.00,0,M,2.01
TEX,NA,6,-10.00,0,M,2.01
TEX,NA,7,-11.00,0,M,4.02
TEX,NA,7,-12.00,0,M,4.02
TEX,NA,7,-16.00,0,M,4.02
TEX,NA,7,-16.00,0,M,4.02
TEX,NA,7,-15.00,0,M,4.02
TEX,NA,8,-16.00,0,M,6.029999999999999
TEX,NA,8,-16.00,0,M,6.029999999999999
TEX,NA,8,-15.00,0,M,6.029999999999999
TEX,NA,7,-16.00,0,M,4.02
TEX,NA,7,-16.00,0,M,4.02
TEX,NA,7,-15.00,0,M,4.02
TEX,NA,6,-14.00,0,M,2.01
TEX,NA,6,-13.00,0,M,2.01
TEX,NA,6,-12.00,0,M,2.01
TEX,NA,5,-11.00,0,M,0
TEX,NA,5,-11.00,0,M,0
TEX,NA,4,-11.00,0,M,0
TEX,NA,4,-11.00,0,M,0
TEX,NA,4,-11.00,0,M,0
TEX,NA,4,-11.00,0,M,0
TEX,NA,3,-10.00,0,M,0
TEX,NA,3,-11.00,0,M,0
TEX,NA,3,-10.00,0,M,0
TEX,NA,3,-10.00,0,M,0
TEX,NA,2,-11.00,0,M,0
TEX,NA,3,-11.00,0,M,0
TEX,NA,3,-10.00,0,M,0
TEX,NA,3,-10.00,0,M,0
TEX,NA,3,-9.00,0,M,0
TEX,NA,3,-9.00,0,M,0
TEX,NA,3,-9.00,0,M,0
TEX,NA,3,-8.00,0,M,0
TEX,NA,3,-7.00,0,M,0
TEX,NA,3,-7.00,0,M,0
TEX,NA,3,-7.00,0,M,0
TEX,NA,3,-6.00,0,M,0
TEX,NA,3,-6.00,0,M,0
TEX,NA,3,-6.00,0,M,0
TEX,NA,3,-6.00,0,M,0
TEX,NA,2,-7.00,0,M,0
TEX,NA,2,-6.00,0,M,0
TEX,NA,3,-6.00,0,M,0
TEX,NA,3,-6.00,0,M,0
TEX,NA,3,-6.00,0,M,0
TEX,NA,3,-6.00,0,M,0
TEX,NA,2,-6.00,0,M,0
TEX,NA,2,-6.00,0,M,0
TEX,NA,2,-6.00,0,M,0
TEX,NA,2,-6.00,0,M,0
TEX,NA,2,-6.00,0,M,0
TEX,NA,2,-6.00,0,M,0
TEX,NA,2,-6.00,0,M,0
TEX,NA,2,-6.00,0,M,0
TEX,NA,2,-5.00,0,M,0
TEX,NA,1,-5.00,0,M,0
TEX,NA,2,-5.00,0,M,0
TEX,NA,2,-6.00,0,M,0
TEX,NA,1,-5.00,0,M,0
TEX,NA,1,-5.00,0,M,0
TEX,NA,2,-6.00,0,M,0
TEX,NA,2,-6.00,0,M,0
TEX,NA,1,-6.00,0,M,0
TEX,NA,1,-6.00,0,M,0
TEX,NA,2,-6.00,0,M,0
TEX,NA,2,-6.00,0,M,0
TEX,NA,2,-6.00,0,M,0
TEX,NA,3,-7.00,0,M,0
TEX,NA,3,-6.00,0,M,0
TEX,NA,4,-6.00,0,M,0
TEX,NA,4,-7.00,0,M,0
TEX,NA,5,-7.00,0,M,0
TEX,NA,5,-6.00,0,M,0
TEX,NA,5,-6.00,0,M,0
TEX,NA,5,-7.00,0,M,0
TEX,NA,5,-7.00,0,M,0
TEX,NA,5,-7.00,0,M,0
TEX,NA,6,-7.00,0,M,2.01
TEX,NA,6,-7.00,0,M,2.01
TEX,NA,6,-7.00,0,M,2.01
TEX,NA,5,-6.00,0,M,0
TEX,NA,5,-6.00,0,M,0
TEX,NA,5,-6.00,0,M,0
TEX,NA,5,-5.00,0,M,0
TEX,NA,5,-5.00,0,M,0
TEX,NA,5,-6.00,0,M,0
TEX,NA,5,-5.00,0,M,0
TEX,NA,4,-4.00,0,M,0
TEX,NA,3,-5.00,0,M,0
TEX,NA,3,-4.00,0,M,0
TEX,NA,2,-4.00,0,M,0
TEX,NA,2,-3.00,0,M,0
TEX,NA,1,-2.00,0,M,0
TEX,NA,1,-2.00,0,M,0
TEX,NA,0,-2.00,0,M,0
TEX,NA,0,-2.00,0,M,0
TEX,NA,0,-1.00,0,M,0
TEX,NA,0,-1.00,0,M,0
TEX,NA,0,-1.00,0,M,0
TEX,NA,0,-1.00,0,M,0
TEX,NA,0,-1.00,0,M,0
TEX,NA,0,-1.00,0,M,0
TEX,NA,0,-1.00,0,M,0
TEX,NA,0,-1.00,0,M,0
TEX,NA,0,-1.00,0,M,0
TEX,NA,0,-1.00,0,M,0
TEX,NA,0,-1.00,0,M,0
TEX,NA,0,-1.00,0,M,0
TEX,NA,0,-1.00,0,M,0
TEX,NA,0,-1.00,0,M,0
TEX,NA,0,-1.00,0,M,0
TEX,NA,0,-1.00,0,M,0
TEX,NA,0,-1.00,0,M,0
TEX,NA,0,-1.00,0,M,0
TEX,NA,0,-1.00,0,M,0
TEX,NA,0,-1.00,0,M,0
TEX,NA,0,-1.00,0,M,0
TEX,NA,0,-1.00,0,M,0
TEX,NA,0,-1.00,0,M,0
TEX,NA,0,-1.00,0,M,0
TEX,NA,0,-1.00,0,M,0
TEX,NA,0,-1.00,0,M,0
TEX,NA,0,-1.00,0,M,0
TEX,NA,0,-1.00,0,M,0
TEX,NA,0,-1.00,0,M,0
TEX,NA,0,-1.00,0,M,0
TEX,NA,0,-1.00,0,M,0
TEX,NA,0,-1.00,0,M,0
TEX,NA,0,-1.00,0,M,0
TEX,NA,0,-1.00,0,M,0
TEX,NA,0,-1.00,0,M,0
TEX,NA,0,-1.00,0,M,0
TEX,NA,0,-1.00,0,M,0
TEX,NA,0,-1.00,0,M,0
TEX,NA,0,-1.00,0,M,0
TEX,NA,0,-1.00,0,M,0
TEX,NA,0,-1.00,0,M,0
TEX,NA,0,-1.00,0,M,0
TEX,NA,0,-1.00,0,M,0
TEX,NA,0,-1.00,0,M,0
TEX,NA,0,-1.00,0,M,0
TEX,NA,0,-1.00,0,M,0
TEX,NA,0,0.00,0.51,M,0
TEX,NA,1,-1.00,0.51,M,0
TEX,NA,1,-1.00,0,M,0
TEX,NA,3,-1.00,0,M,0
TEX,NA,4,-2.00,0,M,0
TEX,NA,3,-3.00,0,M,0
TEX,NA,4,-3.00,0,M,0
TEX,NA,5,-4.00,0,M,0
TEX,NA,5,-6.00,0,M,0
TEX,NA,5,-5.00,0,M,0
TEX,NA,5,-5.00,0,M,0
TEX,NA,5,-4.00,0,M,0
TEX,NA,5,-5.00,0,M,0
TEX,NA,5,-4.00,0,M,0
TEX,NA,5,-3.00,0,M,0
TEX,NA,4,-2.00,0,M,0
TEX,NA,3,-2.00,0,M,0
TEX,NA,3,-2.00,0,M,0
TEX,NA,2,-1.00,0,M,0
TEX,NA,2,-1.00,0,M,0
TEX,NA,1,-1.00,0,M,0
TEX,NA,1,-1.00,0,M,0
TEX,NA,0,-2.00,0,M,0
TEX,NA,0,-1.00,0,M,0
TEX,NA,0,-2.00,0,M,0
TEX,NA,0,-4.00,0,M,0
TEX,NA,0,-3.00,0,M,0
TEX,NA,-1,-4.00,0,M,0
TEX,NA,0,-5.00,0,M,0
TEX,NA,-1,-5.00,0,M,0
TEX,NA,0,-5.00,0,M,0
TEX,NA,-1,-5.00,0,M,0
TEX,NA,-1,-5.00,0,M,0
TEX,NA,-1,-6.00,0,M,0
TEX,NA,-1,-7.00,0,M,0
TEX,NA,-1,-6.00,0,M,0
TEX,NA,-2,-6.00,0,M,0
TEX,NA,-1,-7.00,0,M,0
TEX,NA,-2,-7.00,0,M,0
TEX,NA,-2,-7.00,0,M,0
TEX,NA,-2,-8.00,0,M,0
TEX,NA,-2,-8.00,0,M,0
TEX,NA,-2,-9.00,0,M,0
TEX,NA,-2,-9.00,0,M,0
TEX,NA,-2,-10.00,0,M,0
TEX,NA,-2,-10.00,0,M,0
TEX,NA,-2,-10.00,0,M,0
TEX,NA,-2,-10.00,0,M,0
TEX,NA,-2,-10.00,0,M,0
TEX,NA,-2,-11.00,0,M,0
TEX,NA,-2,-10.00,0,M,0
TEX,NA,-2,-11.00,0,M,0
TEX,NA,-2,-11.00,0,M,0
TEX,NA,-2,-11.00,0,M,0
TEX,NA,-1,-11.00,0,M,0
TEX,NA,-2,-11.00,0,M,0
TEX,NA,-2,-11.00,0,M,0
TEX,NA,-2,-11.00,0,M,0
TEX,NA,-2,-11.00,0,M,0
TEX,NA,-1,-11.00,0,M,0
TEX,NA,-2,-10.00,0,M,0
TEX,NA,-1,-10.00,0,M,0
TEX,NA,-1,-9.00,0,M,0
TEX,NA,-1,-9.00,0,M,0
TEX,NA,-1,-9.00,0,M,0
TEX,NA,-1,-8.00,0,M,0
TEX,NA,0,-7.00,0,M,0
TEX,NA,0,-7.00,0,M,0
TEX,NA,1,-8.00,0,M,0
TEX,NA,1,-7.00,0,M,0
TEX,NA,2,-7.00,0,M,0
TEX,NA,2,-7.00,0,M,0
TEX,NA,5,-7.00,0,M,0
TEX,NA,5,-8.00,0,M,0
TEX,NA,6,-8.00,0,M,2.01
TEX,NA,6,-8.00,0,M,2.01
TEX,NA,6,-8.00,0,M,2.01
TEX,NA,6,-8.00,0,M,2.01
TEX,NA,6,-8.00,0,M,2.01
TEX,NA,6,-8.00,0,M,2.01
TEX,NA,6,-9.00,0,M,2.01
TEX,NA,6,-8.00,0,M,2.01
TEX,NA,6,-8.00,0,M,2.01
TEX,NA,6,-9.00,0,M,2.01
TEX,NA,6,-9.00,0,M,2.01
TEX,NA,5,-8.00,0,M,0
TEX,NA,5,-9.00,0,M,0
TEX,NA,5,-10.00,0,M,0
TEX,NA,5,-10.00,0,M,0
TEX,NA,5,-9.00,0,M,0
TEX,NA,5,-8.00,0,M,0
TEX,NA,4,-8.00,0,M,0
TEX,NA,4,-7.00,0,M,0
TEX,NA,3,-6.00,0,M,0
TEX,NA,3,-6.00,0,M,0
TEX,NA,3,-5.00,0,M,0
TEX,NA,2,-5.00,0,M,0
TEX,NA,2,-5.00,0,M,0
TEX,NA,2,-5.00,0,M,0
TEX,NA,2,-5.00,0,M,0
TEX,NA,2,-5.00,0,M,0
TEX,NA,1,-5.00,0,M,0
TEX,NA,2,-5.00,0,M,0
TEX,NA,2,-6.00,0,M,0
TEX,NA,2,-5.00,0,M,0
TEX,NA,2,-5.00,0,M,0
TEX,NA,2,-5.00,0,M,0
TEX,NA,2,-5.00,0,M,0
TEX,NA,0,-4.00,0,M,0
TEX,NA,1,-4.00,0,M,0
TEX,NA,1,-4.00,0,M,0
TEX,NA,0,-4.00,0,M,0
TEX,NA,0,-4.00,0,M,0
TEX,NA,1,-3.00,0,M,0
TEX,NA,0,-3.00,0,M,0
TEX,NA,0,-2.00,0,M,0
TEX,NA,0,-2.00,0,M,0
TEX,NA,0,-2.00,0,M,0
TEX,NA,0,-1.00,0,M,0
TEX,NA,0,-1.00,0,M,0
TEX,NA,0,-1.00,0,M,0
TEX,NA,0,-1.00,0,M,0
TEX,NA,0,-1.00,0,M,0
TEX,NA,0,-1.00,0,M,0
TEX,NA,0,-1.00,0,M,0
TEX,NA,0,-1.00,0,M,0
TEX,NA,0,-1.00,0,M,0
TEX,NA,0,-1.00,0,M,0
TEX,NA,0,-1.00,0,M,0
TEX,NA,-1,-1.00,0,M,0
TEX,NA,0,-1.00,0,M,0
TEX,NA,0,-1.00,0,M,0
TEX,NA,-1,-1.00,0,M,0
TEX,NA,0,-1.00,0,M,0
TEX,NA,0,-1.00,0,M,0
TEX,NA,0,-1.00,0,M,0
TEX,NA,0,-1.00,0,M,0
TEX,NA,0,-1.00,0,M,0
TEX,NA,0,-2.00,0,M,0
TEX,NA,1,-3.00,0,M,0
TEX,NA,1,-4.00,0,M,0
TEX,NA,1,-5.00,0,M,0
TEX,NA,1,-3.00,0,M,0
TEX,NA,1,-5.00,0,M,0
TEX,NA,1,-4.00,0.51,M,0
TEX,NA,1,-5.00,1.27,M,0
TEX,NA,1,-5.00,0.51,M,0
TEX,NA,1,-6.00,0.51,M,0
TEX,NA,1,-6.00,0.51,M,0
TEX,NA,2,-6.00,0,M,0
TEX,NA,1,-5.00,0,M,0
TEX,NA,2,-5.00,0,M,0
TEX,NA,1,-5.00,0,M,0
TEX,NA,1,-5.00,0,M,0
TEX,NA,2,-6.00,0,M,0
TEX,NA,1,-5.00,0,M,0
TEX,NA,1,-4.00,0,M,0
TEX,NA,1,-4.00,0,M,0
TEX,NA,1,-4.00,0,M,0
TEX,NA,0,-3.00,0,M,0
TEX,NA,0,-3.00,0,M,0
TEX,NA,0,-3.00,0,M,0
TEX,NA,0,-3.00,0,M,0
TEX,NA,-1,-2.00,0,M,0
TEX,NA,-1,-3.00,0,M,0
TEX,NA,-1,-3.00,0,M,0
TEX,NA,-1,-3.00,0,M,0
TEX,NA,-1,-3.00,0,M,0
TEX,NA,-2,-3.00,0,M,0
TEX,NA,-2,-3.00,0,M,0
TEX,NA,-2,-3.00,0,M,0
TEX,NA,-2,-3.00,0,M,0
TEX,NA,-2,-3.00,0,M,0
TEX,NA,-2,-3.00,0,M,0
TEX,NA,-2,-3.00,0,M,0
TEX,NA,-2,-3.00,0,M,0
TEX,NA,-2,-3.00,0,M,0
TEX,NA,-2,-3.00,0,M,0
TEX,NA,-3,-4.00,0,M,0
TEX,NA,-3,-5.00,0,M,0
TEX,NA,-3,-5.00,0,M,0
TEX,NA,-3,-5.00,0,M,0
TEX,NA,-3,-6.00,0,M,0
TEX,NA,-3,-6.00,0,M,0
TEX,NA,-3,-6.00,0,M,0
TEX,NA,-4,-6.00,0,M,0
TEX,NA,-4,-6.00,0,M,0
TEX,NA,-4,-6.00,0,M,0
TEX,NA,-5,-6.00,0,M,0
TEX,NA,-5,-6.00,0,M,0
TEX,NA,-5,-7.00,0,M,0
TEX,NA,-6,-7.00,0,M,0
TEX,NA,-6,-8.00,0,M,0
TEX,NA,-7,-10.00,0,M,0
TEX,NA,-7,-10.00,0,M,0
TEX,NA,-7,-10.00,0,M,0
TEX,NA,-7,-10.00,0,M,0
TEX,NA,-7,-11.00,0,M,0
TEX,NA,-7,-11.00,0,M,0
TEX,NA,-7,-11.00,0,M,0
TEX,NA,-8,-10.00,0,M,0
TEX,NA,-8,-10.00,0,M,0
TEX,NA,-8,-10.00,0,M,0
TEX,NA,-8,-10.00,0,M,0
TEX,NA,-8,-11.00,0,M,0
TEX,NA,-9,-11.00,0,M,0
TEX,NA,-9,-12.00,0,M,0
TEX,NA,-9,-12.00,0,M,0
TEX,NA,-9,-12.00,0,M,0
TEX,NA,-8,-12.00,0,M,0
TEX,NA,-9,-12.00,0,M,0
TEX,NA,-9,-12.00,0,M,0
TEX,NA,-9,-12.00,0,M,0
TEX,NA,-8,-12.00,0,M,0
TEX,NA,-8,-12.00,0,M,0
TEX,NA,-7,-12.00,0,M,0
TEX,NA,-7,-12.00,0,M,0
TEX,NA,-6,-11.00,0,M,0
TEX,NA,-5,-11.00,0.25,M,0
TEX,NA,-5,-12.00,0.25,M,0
TEX,NA,-5,-12.00,0.25,M,0
TEX,NA,-5,-12.00,0,M,0
TEX,NA,-5,-11.00,0,M,0
TEX,NA,-5,-12.00,0,M,0
TEX,NA,-5,-12.00,0,M,0
TEX,NA,-5,-12.00,0,M,0
TEX,NA,-5,-12.00,0,M,0
TEX,NA,-5,-12.00,0,M,0
TEX,NA,-5,-12.00,0,M,0
TEX,NA,-5,-12.00,0,M,0
TEX,NA,-5,-11.00,0,M,0
TEX,NA,-6,-11.00,0,M,0
TEX,NA,-6,-11.00,0,M,0
TEX,NA,-6,-11.00,0,M,0
TEX,NA,-7,-11.00,0,M,0
TEX,NA,-7,-11.00,0,M,0
TEX,NA,-7,-12.00,0,M,0
TEX,NA,-8,-11.00,0,M,0
TEX,NA,-8,-11.00,0,M,0
TEX,NA,-8,-10.00,0,M,0
TEX,NA,-8,-10.00,0,M,0
TEX,NA,-8,-11.00,0,M,0
TEX,NA,-8,-11.00,0,M,0
TEX,NA,-8,-11.00,0,M,0
TEX,NA,-8,-11.00,0,M,0
TEX,NA,-9,-11.00,0,M,0
TEX,NA,-9,-11.00,0,M,0
TEX,NA,-9,-11.00,0,M,0
TEX,NA,-9,-11.00,0,M,0
TEX,NA,-10,-11.00,0,M,0
TEX,NA,-10,-11.00,0,M,0
TEX,NA,-10,-11.00,0,M,0
TEX,NA,-9,-12.00,0,M,0
TEX,NA,-9,-12.00,0,M,0
TEX,NA,-10,-12.00,0,M,0
TEX,NA,-10,-12.00,0,M,0
TEX,NA,-11,-12.00,0,M,0
TEX,NA,-11,-13.00,0,M,0
TEX,NA,-11,-13.00,0,M,0
TEX,NA,-11,-13.00,0,M,0
TEX,NA,-12,-15.00,0,M,0
TEX,NA,-13,-16.00,0,M,0
TEX,NA,-13,-16.00,0,M,0
TEX,NA,-13,-16.00,0,M,0
TEX,NA,-13,-16.00,0,M,0
TEX,NA,-13,-17.00,0,M,0
TEX,NA,-14,-17.00,0,M,0
TEX,NA,-13,-17.00,0,M,0
TEX,NA,-15,-18.00,0,M,0
TEX,NA,-15,-18.00,0,M,0
TEX,NA,-15,-19.00,0,M,0
TEX,NA,-15,-19.00,0,M,0
TEX,NA,-15,-19.00,0,M,0
TEX,NA,-15,-18.00,0,M,0
TEX,NA,-16,-18.00,0,M,0
TEX,NA,-16,-19.00,0,M,0
TEX,NA,-16,-20.00,0,M,0
TEX,NA,-16,-20.00,0,M,0
TEX,NA,-17,-20.00,0,M,0
TEX,NA,-16,-20.00,0,M,0
TEX,NA,-16,-20.00,0,M,0
TEX,NA,-16,-20.00,0,M,0
TEX,NA,-15,-19.00,0,M,0
TEX,NA,-14,-18.00,0,M,0
TEX,NA,-13,-18.00,0,M,0
TEX,NA,-13,-18.00,0,M,0
TEX,NA,-12,-17.00,0,M,0
TEX,NA,-12,-16.00,0,M,0
TEX,NA,-10,-17.00,0,M,0
TEX,NA,-10,-17.00,0,M,0
TEX,NA,-9,-16.00,0,M,0
TEX,NA,-7,-20.00,0,M,0
TEX,NA,-6,-22.00,0,M,0
TEX,NA,-6,-23.00,0,M,0
TEX,NA,-6,-22.00,0,M,0
TEX,NA,-6,-22.00,0,M,0
TEX,NA,-6,-23.00,0,M,0
TEX,NA,-5,-23.00,0,M,0
TEX,NA,-6,-23.00,0,M,0
TEX,NA,-6,-22.00,0,M,0
TEX,NA,-6,-20.00,0,M,0
TEX,NA,-6,-16.00,0,M,0
TEX,NA,-7,-15.00,0,M,0
TEX,NA,-7,-15.00,0,M,0
TEX,NA,-7,-16.00,0,M,0
TEX,NA,-7,-17.00,0,M,0
TEX,NA,-7,-20.00,0,M,0
TEX,NA,-8,-23.00,0,M,0
TEX,NA,-8,-21.00,0,M,0
TEX,NA,-8,-22.00,0,M,0
TEX,NA,-8,-20.00,0,M,0
TEX,NA,-9,-20.00,0,M,0
TEX,NA,-10,-19.00,0,M,0
TEX,NA,-10,-19.00,0,M,0
TEX,NA,-10,-18.00,0,M,0
TEX,NA,-10,-17.00,0,M,0
TEX,NA,-11,-17.00,0,M,0
TEX,NA,-11,-17.00,0,M,0
TEX,NA,-11,-17.00,0,M,0
TEX,NA,-12,-16.00,0,M,0
TEX,NA,-12,-17.00,0,M,0
TEX,NA,-12,-18.00,0,M,0
TEX,NA,-13,-18.00,0,M,0
TEX,NA,-13,-18.00,0,M,0
TEX,NA,-13,-18.00,0,M,0
TEX,NA,-13,-18.00,0,M,0
TEX,NA,-14,-18.00,0,M,0
TEX,NA,-10,-24.00,0,M,0
TEX,NA,-10,-26.00,0,M,0
TEX,NA,-8,-29.00,0,M,0
TEX,NA,-8,-27.00,0,M,0
TEX,NA,-10,-27.00,0,M,0
TEX,NA,-8,-28.00,0,M,0
TEX,NA,-9,-28.00,0,M,0
TEX,NA,-10,-26.00,0,M,0
TEX,NA,-10,-26.00,0,M,0
TEX,NA,-11,-25.00,0,M,0
TEX,NA,-11,-25.00,0,M,0
TEX,NA,-12,-25.00,0,M,0
TEX,NA,-12,-24.00,0,M,0
TEX,NA,-12,-24.00,0,M,0
TEX,NA,-12,-24.00,0,M,0
TEX,NA,-12,-24.00,0,M,0
TEX,NA,-12,-24.00,0,M,0
TEX,NA,-12,-24.00,0,M,0
TEX,NA,-12,-23.00,0,M,0
TEX,NA,-13,-23.00,0,M,0
TEX,NA,-13,-23.00,0,M,0
TEX,NA,-13,-23.00,0,M,0
TEX,NA,-13,-23.00,0,M,0
TEX,NA,-13,-22.00,0,M,0
TEX,NA,-13,-22.00,0,M,0
TEX,NA,-13,-22.00,0,M,0
TEX,NA,-13,-22.00,0,M,0
TEX,NA,-13,-23.00,0,M,0
TEX,NA,-12,-23.00,0,M,0
TEX,NA,-12,-23.00,0,M,0
TEX,NA,-10,-25.00,0,M,0
TEX,NA,-10,-26.00,0,M,0
TEX,NA,-8,-26.00,0,M,0
TEX,NA,-8,-26.00,0,M,0
TEX,NA,-6,-26.00,0,M,0
TEX,NA,-6,-26.00,0,M,0
TEX,NA,-5,-25.00,0,M,0
TEX,NA,-3,-26.00,0,M,0
TEX,NA,-3,-27.00,0,M,0
TEX,NA,-3,-26.00,0,M,0
TEX,NA,-2,-25.00,0,M,0
TEX,NA,-2,-24.00,0,M,0
TEX,NA,-2,-23.00,0,M,0
TEX,NA,-2,-22.00,0,M,0
TEX,NA,-2,-20.00,0,M,0
TEX,NA,-2,-20.00,0,M,0
TEX,NA,-2,-18.00,0,M,0
TEX,NA,-2,-18.00,0,M,0
TEX,NA,-3,-16.00,0,M,0
